 ,"IHC, IF: should it be required to deposit raw data? (e.g. a full dataset of tiff, jpg, or other microscopy images separated by channel)","IHC, IF: Have you previously been required to share a complete raw dataset by a funder or journal? ","IHC, IF: have you ever re-analyzed this type of data (or wanted to, if the right dataset existed)? ","IHC, IF: any other comments? Especially helpful is feedback on data ""level"" and effort to make interpretable; see the companion document section on IHC/IF for our current thoughts:  https://docs.google.com/document/d/1_dS5_cYE0hxp6nvmSmPukkFV6BNk33arLUlsMaDEEoY/edit#heading=h.vx32ml54fr2n",flow cytometry: should it be required to deposit raw data? (e.g. FCS files),flow cytometry: Have you previously been required to share a complete raw dataset by a funder or journal? ,"flow cytometry: have you ever re-analyzed this type of data (or wanted to, if the right dataset existed)? ","flow cytometry: any other comments? Especially helpful is feedback on data ""level"" and effort to make interpretable; see the companion document section on flow cytometry for our current thoughts: https://docs.google.com/document/d/1_dS5_cYE0hxp6nvmSmPukkFV6BNk33arLUlsMaDEEoY/edit#heading=h.r6i88hm88w1p",structured clinical data: should it be required to deposit raw data? (e.g. a tabular dataset of clinical data/metadata/patient measurements),structured clinical data: Have you previously been required to share a complete raw dataset by a funder or journal? ,"structured clinical data: have you ever re-analyzed this type of data (or wanted to, if the right dataset existed)? ","structured clinical data: any other comments? Especially helpful is feedback on data ""level"" and effort to make interpretable; see the companion document section on clinical data for our current thoughts: https://docs.google.com/document/d/1_dS5_cYE0hxp6nvmSmPukkFV6BNk33arLUlsMaDEEoY/edit#heading=h.mw7bwy5jejpl",in vivo tumor growth data: should it be required to deposit raw data? (e.g. a spreadsheet of all tumor measurements for a cohort of animals),in vivo tumor growth data: Have you previously been required to share a complete raw dataset by a funder or journal? ,"in vivo tumor growth data: have you ever re-analyzed this type of data (or wanted to, if the right dataset existed)? ","in vivo tumor growth data: any other comments? Especially helpful is feedback on data ""level"" and effort to make interpretable; see the companion document section on in vivo tumor growth for our current thoughts: https://docs.google.com/document/d/1_dS5_cYE0hxp6nvmSmPukkFV6BNk33arLUlsMaDEEoY/edit#heading=h.rs2eg5tw2grj",plate-based ELISA: should it be required to deposit raw data? (e.g. a table of raw absorption values from a spectrophotometer),plate-based ELISA: Have you previously been required to share a complete raw dataset by a funder or journal? ,"plate-based ELISA: have you ever re-analyzed this type of data (or wanted to, if the right dataset existed)? ","plate-based ELISA: any other comments? Especially helpful is feedback on data ""level"" and effort to make interpretable; see the companion document section on ELISA for our current thoughts: https://docs.google.com/document/d/1_dS5_cYE0hxp6nvmSmPukkFV6BNk33arLUlsMaDEEoY/edit#heading=h.eaqwq95do3rk",western blotting: should it be required to deposit raw data? (e.g. labeled film scans or western blot imager data),western blotting: Have you previously been required to share a complete raw dataset by a funder or journal? ,"western blotting: have you ever re-analyzed this type of data (or wanted to, if the right dataset existed)? ","western blotting: any other comments? Especially helpful is feedback on data ""level"" and effort to make interpretable; see the companion document section on western blotting for our current thoughts: https://docs.google.com/document/d/1_dS5_cYE0hxp6nvmSmPukkFV6BNk33arLUlsMaDEEoY/edit#heading=h.iahezuqmiqlg",Sanger sequencing: should it be required to deposit raw data? (e.g. fasta files),Sanger sequencing: Have you previously been required to share a complete raw dataset by a funder or journal? ,"Sanger sequencing: have you ever re-analyzed this type of data (or wanted to, if the right dataset existed)? ","Sanger sequencing: any other comments? Especially helpful is feedback on data ""level"" and effort to make interpretable; see the companion document section on Sanger sequencing for our current thoughts: https://docs.google.com/document/d/1_dS5_cYE0hxp6nvmSmPukkFV6BNk33arLUlsMaDEEoY/edit#heading=h.piagbks4xic4",qPCR: should it be required to deposit raw data? (e.g. a spreadsheet of qPCR measurements as provided by the instrument) ,qPCR: Have you previously been required to share a complete raw dataset by a funder or journal? ,"qPCR: have you ever re-analyzed this type of data (or wanted to, if the right dataset existed)? ","qPCR: any other comments? Especially helpful is feedback on data ""level"" and effort to make interpretable; see the companion document section on qPCR for our current thoughts: https://docs.google.com/document/d/1_dS5_cYE0hxp6nvmSmPukkFV6BNk33arLUlsMaDEEoY/edit#heading=h.w6xnhy2ir36n",gross morphology: should it be required to deposit raw data? (e.g images of all mice/regions of interest in a animal development/breeding study),gross morphology: Have you previously been required to share a complete raw dataset by a funder or journal? ,"gross morphology: have you ever re-analyzed this type of data (or wanted to, if the right dataset existed)? ","gross morphology: any other comments? Especially helpful is feedback on data ""level"" and effort to make interpretable; see the companion document section on Gross Morphology for our current thoughts: https://docs.google.com/document/d/1_dS5_cYE0hxp6nvmSmPukkFV6BNk33arLUlsMaDEEoY/edit#heading=h.u45qalnekdao","Are any of these data types not worth sharing? If so, which?","Are there any data types not yet mentioned in this request for comments (e.g. in this list, or in the previous section) that you feel must be shared? "
7/31/2021 13:17:51,No,No,No,,No,No,No,,Yes,No,Yes,,,,,,,,,,No,Yes,No,,Yes,Yes,No,,No,No,No,,,,,,,
8/6/2021 5:38:16,No,Yes,No,,No,No,No,,Yes,No,No,,No,No,No,,No,No,No,,No,No,No,,No,No,No,,No,No,No,,No,No,No,,no,no
8/6/2021 8:03:07,Yes,Yes,Yes,,Yes,No,Yes,,No,No,No,,Yes,No,Yes,,Yes,No,Yes,,Yes,Yes,Yes,,Yes,No,Yes,,Yes,No,Yes,,Yes,No,No,,No,No
8/6/2021 13:42:22,No,No,No,,No,No,No,,No,No,No,,No,No,No,,No,No,No,,No,Yes,No,,No,No,No,,No,No,No,,No,No,No,,None need sharing,
8/9/2021 8:02:03,No,No,No,,No,No,No,,Yes,Yes,Yes,,No,No,No,,No,No,No,,Yes,Yes,Yes,,Yes,Yes,Yes,,No,No,No,,No,No,No,,,
8/9/2021 14:49:10,Yes,No,Yes,,Yes,No,Yes,,Yes,No,Yes,,Yes,No,Yes,,Yes,No,No,,Yes,No,No,,Yes,No,Yes,,Yes,No,Yes,,No,No,No,,,
8/18/2021 12:59:13,No,No,No,"we generate large numbers of images, but they are not well annotated until they are processed and assembled for presentation.  The images that become sufficiently annotated for someone not in the group to interpret are typically the ones we publish.  we could ask the group to share pre-prints of manuscripts as an alternative",No,No,No,,,,,,,,,,No,No,No,,No,Yes,No,,Yes,Yes,Yes,easily transferrable and useful for some groups to compare with existing datasets,No,No,No,,No,No,No,,,
8/20/2021 10:36:05,Yes,No,Yes,Well-annotated data are useful for developing new machine learning models to automate the identification image features. Sharing un-annotated data (with subsequent manual annotation) is better than no data.,No,No,No,,Yes,No,Yes,,Yes,No,Yes,,No,No,No,,No,No,No,,No,No,No,"It should not be required, but it is very helpful for model development studies to share these data (e.g. for cell lines) so that users of these cell lines in the future can confirm identity ",No,No,No,,No,No,No,,,
8/31/2021 11:39:54,Yes,No,Yes,"Level 2 seems appropriate for this data (i.e. adjustments referring to realignment or cropping to highlight main ROI, having images from all samples tested is important)",Yes,No,Yes,"To make this data reusable, level 1 data with proper gating information is required. If gating information is not included, then level 3 will be appropriate",Yes,Yes,Yes,,,,,,No,No,Yes,Plate reader output with properly labeled wells (i.e. labeling controls) is required for making this data reusable.,Yes,Yes,No,"Level 1 blot scans with labeled wells is required to make this data reusable. While I have not re-analyzed this kind of data, I can imagine that these data can be useful for generating models/algorithms for automatic band/intensity detection (for the interested person), or even fraud detection (western blots are highly manipulatable, I know of at least two papers that were retracted due to fraud blots)",Yes,No,Yes,,Yes,No,Yes,"Even though it seems unintuitive, in my experience I have seen people analyze the raw data for qPCR in different ways with various assumptions. To make the data reusable, raw data from technical triplicates should be included.",Yes,No,No,,,MRI
8/31/2021 12:44:43,No,No,No,Recommend sending data for all cases and perhaps a representative image,Yes,Yes,No,,Yes,,,I don't work with clinical data so I'm not qualified to comment further,Yes,No,No,,Yes,No,No,,No,No,No,"A table of results should be sufficient, perhaps with a sample WB to show the specificity of the signal",,,,,Yes,No,No,,No,No,No,Table of results and representative image showing how measurements were made should be sufficient,,
9/3/2021 10:28:44,No,Yes,No,,No,No,No,,Yes,No,No,,Yes,No,No,,No,No,No,,Yes,Yes,No,,Yes,No,No,,No,No,No,,No,No,No,,,
9/3/2021 10:32:16,No,No,No,,No,Yes,No,,Yes,Yes,Yes,,No,No,No,,No,No,No,,No,Yes,No,,No,No,No,,No,No,No,,No,No,No,,,Ngs variant calls 
9/3/2021 10:56:33,No,No,No,,Yes,No,No,,No,Yes,No,What about Identifiers?,No,No,No,,No,No,No,,Yes,No,Yes,,No,No,No,,No,No,No,,No,Yes,Yes,,"Until it's shared, how do we know if it's worth it?",
9/3/2021 13:58:00,No,No,No,,,,,,Yes,No,No,"This would have to be a limited dataset - can be overwhelming.  For example, primary endpoint or key secondary endpoints",Yes,No,No,,,,,,,,,,No,No,No,,,,,,,,,,No,no
9/3/2021 14:08:20,No,No,No,None,Yes,No,No,none,Yes,No,No,none,Yes,No,No,none,No,No,No,none,No,No,No,none,Yes,Yes,No,none,No,No,No,none,No,No,No,none,none,no
9/3/2021 14:22:19,No,No,No,,No,No,No,,Yes,No,Yes,,Yes,No,Yes,,No,No,No,,Yes,No,No,We use a WES capillary protein analysis system instead of traditional western blot.  This system is easier to anlyze and share raw data with. ,Yes,No,Yes,,Yes,No,Yes,,No,No,Yes,,,
9/3/2021 14:32:25,No,No,No,,No,No,No,,Yes,Yes,Yes,,No,No,No,,No,No,No,,No,No,No,,No,No,No,,No,No,No,,No,No,No,,I don't know ,No
